"English","Verb","Noun","Adj","Prepositions","Adv","Conjunctions","Determiners","QuestionStatement","Answer","PhrasesNum","Plural","AddSub","MultiplyDivide","ExpoLogarithm","Constant","Oscillate","ConDiverge","Fractal","Not","Intersection","GreaterLess","EqualOpposite","Function","System","OriginDestination","ForwardBack","LateralMiddle","UpDown","Time","Velocity","Energy","Sound","Mass","Length","Quantity","LightDark","Red","Green","Blue","Dense","Vescosity","SmoothRough","Poly","ConvexConcave","OpenClose","POV","CauseEffect","Vague","Information","Truth","Life","Water","Air","Fire","Earth","WoodMetal","Plant","Human","Bird","Fish","Reptile","Insect","Mammal","Happy","BirthDeath","Help","Advesary","MaleFem","Hand","Feet","Body","Head","Food","Disease","Necessity","GiveTake","Tool","Building","OrthodoxTaboo","ZealotModerate","WinLose","DomSub","PayFree","Totals"
"usually",0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0.5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0.8,0,0,0,0,0
"already",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,-5,-1,0,-6,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,-0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0
"still",0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5,10,0,0.2,0,0,0,0,1,0,0,-0.7,-1,-1,0,2,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
"just",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0
"soon",0,0,0,0,1,0,0,0,0,0,0,-0.1,0,0.3,-0.2,0,2,0,0,0,0,0,0,0,-5,2,-1,0,7,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"if",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.3,-0.3,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
"then",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"too",0,0,0,0,1,0,0,0,0,0,0,2,0,0.1,0.2,1,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"also",0,0,0,0,1,0,0,0,0,0,0,6,0,0.1,0.7,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
"only",0,0,1,0,1,0,0,0,0,0,-3,-1,0,-0.1,0,0,-2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
"quite",0,0,0,0,1,0,0,0,0,0,-0.5,0,0,-0.1,0,0,0.3,0,0,0,0,2,0,0,0,0.1,-0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"almost",0,0,0,0,1,0,0,0,0,0,0,-0.2,0,0,0,0,-0.3,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,0
"perhaps",0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,-1,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-0.7,0,0,0,0
"clearly",0,0,0,0,1,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"smoothly",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6,0.1,-1,0,0,0,0,0,1,0,0,0,0.1,0,0.2,0.1,0,0,0.1,0,0,0,0,0,0,0,10,0,0.1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"roughly",0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1,0.6,-0.1,3,0,0,0,0,0,-1,0,0,0,0.1,0,-0.2,-0.1,0,0,0,0,0,0,0,0,1,0,-10,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.3,0,0
"therefore",0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
"thus",0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
"definitely",0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.2,0,0,0,0
"certainly",0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.2,0,0,0,0
"absolutely",0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.4,0,0.1,0,0
"finally",0,0,0,0,1,0,0,0,0.1,0,0,0,0,-5,0.5,-1,0,0,0,0,0,0,0,0,-10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mostly",0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sadly",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
"especially",0,0,0,0,1,0,0,0,0.1,0,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.1,0,0,0,0
"here",0,0,0,0,1,0,0,0,1,0,0,0,0,-0.1,0,0,0.1,0,0,0,0,0,0,0,-0.7,0,-4,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"there",0,0,0,0,1,0,0,0,1,0,0,0,0,0.1,0,0,-0.1,0,0,0,0,0,0,0,0.7,1,3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"somewhat",0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,-0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-0.8,0,0,0,0
"again",0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,0,0
"alone",0,0,1,0,1,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0.1,-5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.3,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,-0.4,0,0,0
"forward",0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,0.1,0.5,0,0,0,0,0,0,0,0,-1,10,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0.7,0,0
"backward",0,0,0,0,1,0,0,0,0,0,0,-0.4,0,0,0.1,0.5,0,0,0,0,0,0,0,0,1,-10,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,-0.7,0,0
"up",0,0,0,1,1,0,0,0,0,0,0,1,0,2,-0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,-1,0,1,0,0,0,0,0.2,0.1,0,0,0,1,0,0
"down",0,0,0,1,1,0,0,0,0,0,0,-1,0,-0.1,-0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0.2,0.1,0,0,0,-1,0,0
"naked",0,0,1,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-0.1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,-0.5,0,0,1,0,0,0,0,0,1,0.5,0,0,-0.1,0,0,0
"sick",0,0,1,0,0,0,0,0,0.1,0,0,-0.5,-0.5,-0.5,-0.2,0.1,-1,0,0,0,0,0,-3,0,0,0,-1,0,0,-1,-1,0,-1,0.1,0,0,-1,1,1,-1,0,-0.1,0,0,0,0,0,0.1,-1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-3,-3,0,3,0,1,1,1,1,0.5,10,0,0,0,0,0,0,-4,0,0,0
"healthy",0,0,1,0,0,0,0,0,0.1,0,0,0.5,0.5,0.5,0.3,0,0.5,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,1,0.1,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0.1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,-3,0,1,1,1,1,1,-10,0,0,0,0,0,0,0,0,0,0
"quiet",0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5,0.3,0.2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-0.5,-5,-0.1,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0
"silent",0,0,1,0,0,0,0,0,0,0,0,0,0,-0.4,0.3,0.2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-0.5,-10,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,-0.6,0,0
"quietly",0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5,0.3,0.2,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-0.5,-5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,-0.6,0,0
"silently",0,0,0,0,1,0,0,0,0,0,0,0,0,-0.4,0.3,0.2,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-0.5,-10,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,-0.7,0,0
"loud",0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,-0.1,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"loudly",0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,-0.3,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"music",0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.5,-1,1,0.5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0.1,0,-0.5,1,0,0.5,0,0,0,0.5,0,0,0
"fast",0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,-0.5,0.5,0,0,0,0,1,0,0,0,0,1,0,0,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"slow",0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5,0.5,0.4,0,0,0,0,-1,0,0,0,0,1,0,0,1,-10,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dead",0,0,1,0,0,0,0,0,0,0,0,-0.6,-0.1,-1,5,-5,0,0,0.5,0,0,0,0,0,-5,0,0,0,1,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0.5,0,0,0,0,0,-1,-10,-1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,-1,0,0
"human",0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"person",0,1,0,0,0,0,0,0,0,0,-10,0,0.5,0.3,0,0.1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"people",0,1,0,0,0,0,0,0,0,0,10,0,1,1,0,0.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"different",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-10,0,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zero",0,0,0,0,0,0,1,0,0,0,-10,0,0,0,0,0.2,0,0,3,0,0,0,-1,-7,3,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"one",0,0,0,0,0,0,1,0,0,0,-10,0.1,0.1,0,0.1,0.2,0,1,0,0,0,0,0,-7,0.6,0,0,0,0,0,0,0,0,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"two",0,0,0,0,0,0,1,0,0,0,1,0.1,0.1,0.1,0,0.1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"three",0,0,0,0,0,0,1,0,0,0,2,0.1,0.1,0.1,0,0.1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"four",0,0,0,0,0,0,1,0,0,0,3,0.1,0.1,0.1,0,0.1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"five",0,0,0,0,0,0,1,0,0,0,4,0.1,0.1,0.1,0,0.1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0
"six",0,0,0,0,0,0,1,0,0,0,4,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"seven",0,0,0,0,0,0,1,0,0,0,5,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0
"eight",0,0,0,0,0,0,1,0,0,0,5,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nine",0,0,0,0,0,0,1,0,0,0,6,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ten",0,0,0,0,0,0,1,0,0,0,7,0.2,0.2,0.2,0,0.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hundred",0,0,0,0,0,0,1,0,0,0,8,0.2,0.3,0.3,0,0.1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"thousand",0,0,0,0,0,0,1,0,0,0,9,0.2,0.3,0.4,0,0.1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"million",0,0,0,0,0,0,1,0,0,0,10,0.2,0.3,0.5,0,0.1,0,0.1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
